StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,PID,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,ProtectYourself,AmazonHP,email_IRS,web_IRS,apple,amazon_Product,email_mcafee,GetProtected,Employment,TotalIncome,Race,Education,Age_1,Gender,RedCross,SSA_HP,mySSA,AmazonDeliveryDelay,FB_SSA,ssa_optout,replacementCard,WalmartProduct,Previous Fraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,surveyArm,PROLIFIC_PID
4/20/2022 0:23,4/20/2022 0:30,100,468,TRUE,4/20/2022 0:30,R_2Pd8AtfCqeVWLCu,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1366x768,597a66525ea29d000126efbe,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Disagree,Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Agree,Once a week,Real,Real,Scam,Real,Real,Real,Real,Real,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,31,Male,Real,Real,Scam,Real,Scam,Scam,Real,Scam,Someone claiming to be from the IRS (but wasn't),No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm4_interactive,597a66525ea29d000126efbe
4/20/2022 0:06,4/20/2022 0:31,100,1481,TRUE,4/20/2022 0:31,R_Df1tXhpprUslnAl,,,,,anonymous,EN,Yes,Firefox,98,Windows NT 10.0,1366x768,6138c15bd47ecca8b56a704f,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,A few times a week / Daily,,,,,,,,,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,31,Female,Real,Real,Real,Real,Scam,Scam,Real,Real,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm2_generalinfo,6138c15bd47ecca8b56a704f
4/20/2022 0:19,4/20/2022 0:31,100,718,TRUE,4/20/2022 0:31,R_3HtYRHUIJYlTNiL,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1920x1080,577f70d1454e5400015f1845,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$0 - $19,999",White or Caucasian (Non-Hispanic),Bachelor degree,62,Male,Scam,Real,Real,Real,Scam,Real,Real,Scam,Someone claiming to be from the IRS (but wasn't),No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm2_generalinfo,577f70d1454e5400015f1845
4/20/2022 0:27,4/20/2022 0:31,100,240,TRUE,4/20/2022 0:31,R_2fLKOO25sKniFSF,,,,,anonymous,EN,Yes,Chrome,100.0.4896.75,Linux x86_64,2560x1440,5f4afa8d4739666c4a1f01c2,None at all,Angry,Never,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$20,000 - $39,999","White or Caucasian (Non-Hispanic),Hispanic","High school degree or equivalent (e.g., GED)",19,Male,Real,Real,Scam,Real,Real,Real,Real,Real,"Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,5f4afa8d4739666c4a1f01c2
4/20/2022 0:16,4/20/2022 0:34,100,1059,TRUE,4/20/2022 0:34,R_3e84wHfDIEK4vbf,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Macintosh,1440x900,595d0331d8bd8d000154e148,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,37,Male,Scam,Real,Scam,Real,Scam,Real,Real,Real,,,,,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,595d0331d8bd8d000154e148
4/20/2022 0:20,4/20/2022 0:34,100,843,TRUE,4/20/2022 0:34,R_27IiioK3EW3H2IW,,,,,anonymous,EN,Yes,Edge,100.0.1185.44,Windows NT 10.0,1920x1080,6154c1748e0de2c3afdab62c,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Disagree,Slightly Disagree,Agree,Slightly Disagree,Disagree,Strongly Agree,Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,A few times a year,,,,,,,,,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,34,Male,Scam,Real,Scam,Real,Real,Real,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Some of the time,Hardly ever,Some of the time,"Yes, use the responses.",arm3_tips,6154c1748e0de2c3afdab62c
4/20/2022 0:26,4/20/2022 0:35,100,491,TRUE,4/20/2022 0:35,R_1gAd190pk1fT9hn,,,,,anonymous,EN,Yes,Chrome,100.0.4896.75,Windows NT 10.0,1536x864,60a2abc7d14eb0935100dd31,Quite a lot,Frustrated,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a month,,,,,,,,,"Employed, working 30 or more hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Associate degree,47,Male,Scam,Scam,Scam,Real,Scam,Real,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Not Sure,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",arm3_tips,60a2abc7d14eb0935100dd31
4/20/2022 0:27,4/20/2022 0:35,100,475,TRUE,4/20/2022 0:35,R_2YSqWasknZg5Ppf,,,,,anonymous,EN,Yes,Edge,100.0.1185.44,Windows NT 10.0,1920x1080,61509f6eb3a929e50f33ede1,Quite a lot,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Once a month,,,,,,,,,"Disabled, not able to work","$100,000 - $149,999",Other,Bachelor degree,62,Male,Scam,Real,Scam,Real,Real,Real,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm1_control,61509f6eb3a929e50f33ede1
4/20/2022 0:18,4/20/2022 0:36,100,1053,TRUE,4/20/2022 0:36,R_1qexjelru1mxGUC,,,,,anonymous,EN,Yes,Firefox,99,Windows NT 10.0,1600x900,614ee5e28a2f0a07d4d639dd,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Strongly Disagree,A few times a week / Daily,Real,Real,Real,Real,Scam,Real,Real,Scam,"Not employed, looking for work","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Bachelor degree,30,Female,Real,Real,Real,Scam,Scam,Real,Real,Real,Someone claiming to be from the Social Security Administration (but wasn't),No,,No,No,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",arm4_interactive,614ee5e28a2f0a07d4d639dd
4/20/2022 0:18,4/20/2022 0:36,100,1058,TRUE,4/20/2022 0:36,R_1C4nTquRIGbyWQS,,,,,anonymous,EN,Yes,Firefox,99,Windows NT 10.0,1600x900,613b5a66335eee7fe5f8a02d,Quite a lot,Basically content,Only some of the time,Government should do more to solve problems.,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Once a week,,,,,,,,,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,27,Female,Real,Real,Real,Real,Scam,Real,Real,Scam,Someone otherwise claiming to be from an organization or group they weren't really from,Yes,10,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,613b5a66335eee7fe5f8a02d
4/20/2022 0:26,4/20/2022 0:36,100,588,TRUE,4/20/2022 0:36,R_2ePUO5DoAkvOubo,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1920x1080,5bf3761862e1bc0001f15cb2,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,A few times a week / Daily,,,,,,,,,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some high school,39,Male,Real,Real,Scam,Real,Real,Scam,Real,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm2_generalinfo,5bf3761862e1bc0001f15cb2
4/20/2022 0:29,4/20/2022 0:37,100,506,TRUE,4/20/2022 0:37,R_22AnQ9tCN0RYkdC,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1920x1080,5b7b1eb9338a93000154faab,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,A few times a year,,,,,,,,,"Employed, working 30 or more hours per week","$20,000 - $39,999",Hispanic,Bachelor degree,38,Female,Real,Real,Scam,Real,Scam,Real,Scam,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,5b7b1eb9338a93000154faab
4/20/2022 0:09,4/20/2022 0:38,100,1727,TRUE,4/20/2022 0:38,R_1rvT5oFw3pLpHdd,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 6.1,1680x1050,56e019f1a3b147000bc63028,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Once a week,,,,,,,,,"Employed, working 1-29 hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,53,Female,Scam,Real,Scam,Real,Real,Scam,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Not Sure,Yes,Some of the time,Some of the time,Often,"Yes, use the responses.",arm1_control,56e019f1a3b147000bc63028
4/20/2022 0:26,4/20/2022 0:38,100,734,TRUE,4/20/2022 0:38,R_1ithoQ8ov29JHFa,,,,,anonymous,EN,Yes,Firefox,99,Windows NT 10.0,1366x768,5dd3e25ec5faa23c1c65fbb7,None at all,Angry,Never,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,A few times a year,,,,,,,,,"Not employed, looking for work",,White or Caucasian (Non-Hispanic),Some college but no degree,36,Male,Real,Real,Scam,Real,Scam,Real,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Often,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,5dd3e25ec5faa23c1c65fbb7
4/20/2022 0:23,4/20/2022 0:38,100,906,TRUE,4/20/2022 0:38,R_2aySQh7181tNyiY,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Windows NT 10.0,1920x1080,6054e1ddb68b58dd23242765,None at all,Frustrated,Never,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,A few times a week / Daily,,,,,,,,,"Employed, working 30 or more hours per week","$60,000 - $79,999","White or Caucasian (Non-Hispanic),Asian American or Asian,African American or African (Non-Hispanic)",Bachelor degree,34,Male,Scam,Real,Scam,Real,Scam,Scam,Real,Real,,,,,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,6054e1ddb68b58dd23242765
4/20/2022 0:34,4/20/2022 0:38,100,252,TRUE,4/20/2022 0:38,R_CjpYccQmiSZ5fVf,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1920x1080,5669e9917da0350005b39c8a,Very little,Basically content,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Strongly Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,A few times a year,,,,,,,,,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",30,Female,Real,Real,Scam,Real,Scam,Real,Scam,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't)",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm2_generalinfo,5669e9917da0350005b39c8a
4/20/2022 0:30,4/20/2022 0:40,100,551,TRUE,4/20/2022 0:40,R_1111jzTMnvWlPyW,,,,,anonymous,EN,Yes,Firefox,100,Macintosh,1920x1080,5c03217b1a20110001e979f0,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Once a month,,,,,,,,,"Not employed, looking for work","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,45,Male,Scam,Real,Scam,Real,Scam,Scam,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",arm3_tips,5c03217b1a20110001e979f0
4/20/2022 0:35,4/20/2022 0:40,100,263,TRUE,4/20/2022 0:40,R_1IyLCorDaOnHbBw,,,,,anonymous,EN,Yes,Firefox,99,Linux x86_64,1920x1080,603e50bc791c600d83607ded,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Slightly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Slightly Agree,Disagree,Disagree,Slightly Agree,Disagree,Slightly Agree,Strongly Disagree,Once a month,,,,,,,,,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",40,Male,Real,Real,Scam,Real,Real,Scam,Real,Real,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,50,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm2_generalinfo,603e50bc791c600d83607ded
4/20/2022 0:20,4/20/2022 0:40,100,1211,TRUE,4/20/2022 0:40,R_2Qze4QFb99X8LZl,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,1920x1080,6234f3b76898c3f34402935c,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Once a week,Real,Real,Scam,Scam,Scam,Real,Scam,Real,"Disabled, not able to work","$0 - $19,999",White or Caucasian (Non-Hispanic),Some college but no degree,51,Female,Scam,Real,Scam,Real,Real,Real,Real,Scam,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm4_interactive,6234f3b76898c3f34402935c
4/20/2022 0:21,4/20/2022 0:41,100,1178,TRUE,4/20/2022 0:41,R_2b41aaC6d2trwD7,,,,,anonymous,EN,Yes,Firefox,98,Windows NT 10.0,1366x768,6172b85dcc19bffb22604f1b,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Disagree,Slightly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,30,Female,Real,Real,Scam,Real,Scam,Scam,Scam,Real,Someone claiming to be from the company where you work (but wasn't),No,,No,No,Some of the time,Hardly ever,Hardly ever,"Yes, use the responses.",arm1_control,6172b85dcc19bffb22604f1b
4/20/2022 0:37,4/20/2022 0:41,100,275,TRUE,4/20/2022 0:41,R_1JENF9dsN7NrEVc,,,,,anonymous,EN,Yes,Chrome,100.0.4896.127,Windows NT 10.0,3440x1440,5df967d2f6191f6e87b236e6,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$80,000 - $99,999",Asian American or Asian,Bachelor degree,30,Male,Scam,Real,Real,Real,Scam,Scam,Real,Real,,,,,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm1_control,5df967d2f6191f6e87b236e6
4/20/2022 0:19,4/20/2022 0:42,100,1403,TRUE,4/20/2022 0:42,R_W0B30TJJhkym1MJ,,,,,anonymous,EN,Yes,Opera,85.0.4341.60,Windows NT 6.1,1920x1080,5e5ae01d75f13d2efe7db45e,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Once a month,,,,,,,,,Retired,"$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,72,Male,Scam,Scam,Scam,Scam,Scam,Scam,Scam,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm2_generalinfo,5e5ae01d75f13d2efe7db45e
4/20/2022 0:32,4/20/2022 0:43,100,625,TRUE,4/20/2022 0:43,R_2WwoHRT2NCRCDFh,,,,,anonymous,EN,Yes,Chrome,87.0.4280.88,Macintosh,1440x900,60fe5100235696796d15f27c,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Disagree,Slightly Disagree,Agree,Agree,Strongly Agree,Slightly Agree,Disagree,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Slightly Disagree,Disagree,Disagree,A few times a year,Scam,Real,Scam,Scam,Scam,Real,Scam,Real,"Not employed, looking for work","$80,000 - $99,999","Asian American or Asian,Hispanic",Some college but no degree,22,Other,Scam,Real,Scam,Real,Scam,Real,Scam,Real,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Often,Some of the time,Some of the time,"Yes, use the responses.",arm4_interactive,60fe5100235696796d15f27c
4/20/2022 0:32,4/20/2022 0:43,100,614,TRUE,4/20/2022 0:43,R_1Q0kOadNBUQyTNu,,,,,anonymous,EN,Yes,Firefox,99,Macintosh,1280x800,6060bdd2935a3eb3bdcdb835,Quite a lot,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$100,000 - $149,999",Asian American or Asian,Graduate or professional degree,57,Female,Scam,Real,Real,Real,Real,Real,Real,Real,,,,,No,Some of the time,Some of the time,Hardly ever,"Yes, use the responses.",arm3_tips,6060bdd2935a3eb3bdcdb835
4/20/2022 0:34,4/20/2022 0:43,100,525,TRUE,4/20/2022 0:43,R_3QDctTthHhz8jc8,,,,,anonymous,EN,Yes,Chrome,100.0.4896.88,Windows NT 10.0,1920x1080,58a202ac66e4640001c52bfd,Some,Basically content,Only some of the time,Government should do more to solve problems.,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Once a week,,,,,,,,,"Employed, working 30 or more hours per week","$100,000 - $149,999",Hispanic,Bachelor degree,52,Male,Real,Real,Scam,Real,Real,Scam,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,58a202ac66e4640001c52bfd
4/20/2022 0:38,4/20/2022 0:43,100,309,TRUE,4/20/2022 0:43,R_2zNhe0fgpIBp4pf,,,,,anonymous,EN,Yes,Firefox,99,Windows NT 10.0,1366x768,61000d2051628194d941fdce,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,A few times a year,,,,,,,,,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,31,Male,Real,Real,Real,Real,Real,Real,Real,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",arm1_control,61000d2051628194d941fdce
4/20/2022 0:22,4/20/2022 0:44,100,1295,TRUE,4/20/2022 0:44,R_1ln0DFQVML8tLeB,,,,,anonymous,EN,Yes,Firefox,99,Macintosh,1440x900,5dd37d08c6588f38120fb465,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Agree,Agree,Agree,Agree,Disagree,Slightly Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Slightly Agree,A few times a week / Daily,Real,Real,Scam,Real,Real,Real,Real,Real,"Employed, working 1-29 hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,49,Female,Scam,Real,Scam,Real,Real,Scam,Real,Real,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,No,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",arm4_interactive,5dd37d08c6588f38120fb465
4/20/2022 0:20,4/20/2022 0:45,100,1549,TRUE,4/20/2022 0:45,R_XNSfJ1FDrRoukoN,,,,,anonymous,EN,Yes,Firefox,99,Windows NT 10.0,1366x768,6153feff56031fc0b414028b,None at all,Angry,Never,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a week / Daily,,,,,,,,,"Disabled, not able to work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",49,Female,Real,Real,Real,Scam,Scam,Real,Scam,Real,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,No,Often,Often,Often,"Yes, use the responses.",arm2_generalinfo,6153feff56031fc0b414028b
