,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,GovtConf1_Future,GovtConf2_Feel,GovtConf3_Trust,GovtConf4_Views,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB,incomeAmount,race5,employment3,educYears,ageYears,genderI,ageYearsSq,lIncomeAmount,fraudExperience_SSA,fraudExperience_Govt,fraudExperience_Biz,fraudExperience_YN,fraudLoss_YN,fraudLoss_Amount,reportFraud_YN,GovtConfScore,TrustInSSAScore,TrustInInternetScore,OnlineShoppingScore,LonelyScore,numCorrect,numFakeLabeledReal,numRealLabeledFake,numRealLabeledReal,numFakeLabeledFake,numEmailsCorrect,numWebsitesCorrect,numLettersCorrect,numSMSesCorrect,numCorrect_Govt,numCorrect_Biz,numEmailsCorrect_Govt,numEmailsCorrect_Biz,numWebsitesCorrect_Govt,numWebsitesCorrect_Biz,numLabeledReal,numLabeledFake,numNoAnswer,Correct_WalmartProduct,Correct_RedCross,Correct_SSA_HP,Correct_mySSA,Correct_AmazonDeliveryDelay,Correct_FB_SSA,Correct_ssa_optout,Correct_replacementCard,Correct_medicareReview,Correct_benefitsSuspension,droppedFinalQuestion,percentCorrect,percentCorrect_Email,percentCorrect_Web,percentCorrect_Letter,percentCorrect_Govt,percentCorrect_Biz,percentCorrect_IsScam,percentCorrect_IsReal,percentIncorrect_ActuallyScam,percentIncorrect_ActuallyReal,RevealedTrust
3403,2022-09-12 14:11:00,9/12/2022 14:14,IP Address,100,179,True,9/12/2022 14:14,R_3EzKhgGSpvJ7Nyu,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Slightly Agree,Agree,Agree,Strongly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a week,B937255,arm2_generalinfo,,B937255,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 14:14,9/12/2022 14:15,IP Address,100.0,39.0,True,9/12/2022 14:15,R_2XdpINOreL2ek27,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,54.0,Female,True,Real,,,Scam,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Scam,,,True,True,9/12/2022 14:18,9/12/2022 14:19,IP Address,100.0,54.0,True,9/12/2022 14:19,R_3HoSy0BJALcOZEu,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",Yes,5000,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,,True,1,True,1,0.0,0.0,0.0,Keep,False,False,7,True,175.0,W,U,16.0,54.0,1.0,2916.0,5.1647859739235145,False,True,True,True,True,5000.0,1.0,0.625,4.6,2.25,5.0,1.0,8,2,0,5,3,3,3,2,0,4,4,1,2,1,2,7,3,0,True,True,True,False,True,True,False,True,True,True,False,80.0,75.0,75.0,100.0,66.66666666666666,100.0,60.0,100.0,40.0,0.0,100.0
3405,2022-09-12 14:18:00,9/12/2022 14:23,IP Address,100,305,True,9/12/2022 14:23,R_1OIXl5KqoSW2SAG,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 13,376x835,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,A few times a year,B191975,arm3_tips,,B191975,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 14:23,9/12/2022 14:24,IP Address,100.0,58.0,True,9/12/2022 14:24,R_sXSnrgbmvufY3L3,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Some college but no degree,58.0,Male,True,Real,,,Real,,,Scam,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,True,True,9/12/2022 14:26,9/12/2022 14:28,IP Address,100.0,77.0,True,9/12/2022 14:28,R_OHzdrjcoejFaDqV,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",Yes,25000,Yes,No,Often,Some of the time,Some of the time,,True,1,True,3,1.0,1.0,0.0,Keep,False,False,7,True,70.0,W,E,13.0,58.0,0.0,3364.0,4.248495242049359,False,False,True,True,True,25000.0,1.0,0.625,5.1,3.5,3.0,2.3333333333333335,6,2,2,3,3,1,3,2,0,3,3,0,1,1,2,5,5,0,True,False,False,True,True,True,False,False,True,True,False,60.0,25.0,75.0,100.0,50.0,75.0,60.0,60.0,40.0,40.0,
3408,2022-09-12 14:24:00,9/12/2022 14:29,IP Address,100,329,True,9/12/2022 14:29,R_03zH1OFBnPmL7eV,,,,,anonymous,EN,Yes,,,Chrome,99.0.4844.88,Android 12,360x780,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,A few times a week / Daily,B535239,arm2_generalinfo,,B535239,1,3,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 14:29,9/12/2022 14:31,IP Address,100.0,95.0,True,9/12/2022 14:31,R_2fwgWin9KMFyhmU,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Some college but no degree,66.0,Female,True,Real,Click,,Scam,Click,Details,Scam,,,Real,,,Scam,,,Real,Click,,Real,,,Real,,,Scam,,,Scam,,,True,True,9/12/2022 14:44,9/12/2022 14:46,IP Address,100.0,99.0,True,9/12/2022 14:46,R_25F9y3VI4bTwiRi,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",Yes,"$2,500.00 ",Yes,Yes,Some of the time,Some of the time,Some of the time,,True,1,True,3,3.0,2.0,0.0,Keep,False,False,7,True,50.0,W,U,13.0,66.0,1.0,4356.0,3.912023005428146,False,True,True,True,True,2500.0,1.0,0.25,5.2,3.5,6.0,2.0,4,3,3,2,2,2,1,1,0,2,2,1,1,0,1,5,5,0,True,True,False,False,False,False,False,True,False,True,False,40.0,50.0,25.0,50.0,33.33333333333333,50.0,40.0,40.0,60.0,60.0,40.0
3411,2022-09-12 14:26:00,9/12/2022 14:31,IP Address,100,298,True,9/12/2022 14:31,R_3PZR6UYvDQqPwmE,,,,,anonymous,EN,Yes,,,Safari iPhone,Unknown,iPhone,390x844,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Disagree,Disagree,Strongly Disagree,Slightly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Agree,Agree,Agree,Once a week,B404734,arm3_tips,,B404734,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 14:31,9/12/2022 14:32,IP Address,100.0,50.0,True,9/12/2022 14:32,R_1Cs9M2pCrhNOtQR,,,,,anonymous,EN,Retired,"$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,69.0,Male,True,Scam,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,Real,,,True,True,9/12/2022 14:36,9/12/2022 14:37,IP Address,46.0,64.0,False,9/13/2022 14:37,R_2ARP9Mb75DjW9S1,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't)",No,,Yes,No,,,,,True,1,True,3,1.0,0.0,0.0,Keep,False,False,7,True,30.0,W,R,13.0,69.0,0.0,4761.0,3.4011973816621555,False,True,False,True,False,0.0,1.0,0.37499999999999994,5.6,2.5,5.0,,6,2,2,3,3,2,3,1,0,4,2,1,1,2,1,5,5,0,False,False,True,True,True,True,True,False,True,False,False,60.0,50.0,75.0,50.0,66.66666666666666,50.0,60.0,60.0,40.0,40.0,
3412,2022-09-12 14:29:00,9/12/2022 14:33,IP Address,100,271,True,9/12/2022 14:33,R_1mWTeqtm424MJiH,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 11,412x877,Very little,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,B922234,arm2_generalinfo,,B922234,2,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 14:33,9/12/2022 14:35,IP Address,100.0,64.0,True,9/12/2022 14:35,R_1hH9StEM6uOLnhI,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),Associate degree,43.0,Male,True,Real,,,Real,Click,Details,Real,,,Scam,,,Real,,,Scam,,,Scam,,Details,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 14:42,9/12/2022 14:43,IP Address,100.0,55.0,True,9/12/2022 14:43,R_yz2IWrKyGQbGdwJ,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,Yes,Yes,Hardly ever,Hardly ever,Hardly ever,,True,1,True,2,2.0,0.0,0.0,Keep,False,False,7,True,125.0,W,E,14.0,43.0,0.0,1849.0,4.8283137373023015,False,False,True,True,False,0.0,1.0,0.29166666666666663,4.1,3.125,4.0,1.0,7,1,2,3,4,2,4,1,0,4,3,1,1,2,2,4,6,0,True,False,True,True,True,True,True,False,False,True,False,70.0,50.0,100.0,50.0,66.66666666666666,75.0,80.0,60.0,20.0,40.0,60.0
3415,2022-09-12 14:32:00,9/12/2022 14:38,IP Address,100,356,True,9/12/2022 14:38,R_T0i3ZcQqHkk3BHr,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Android 12,360x800,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Agree,Slightly Agree,Agree,Neither Agree nor Disagree,Agree,Once a week,B514454,arm4_interactive,,B514454,0,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,True,True,9/12/2022 14:46,9/12/2022 14:46,IP Address,100.0,52.0,True,9/12/2022 14:46,R_1gHlQfBGqM0k36h,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",Hispanic,Associate degree,53.0,Female,True,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 14:50,9/12/2022 14:52,IP Address,100.0,85.0,True,9/12/2022 14:52,R_1MWnkVzzOfBZUY5,,,,,anonymous,EN,Someone claiming to be from another government agency (but wasn't),No,,Yes,Not Sure,Some of the time,Hardly ever,Hardly ever,,True,1,True,3,1.0,1.0,0.0,Keep,False,False,7,True,30.0,H,U,14.0,53.0,1.0,2809.0,3.4011973816621555,False,True,False,True,False,0.0,1.0,0.625,5.0,2.875,5.0,1.3333333333333333,7,1,2,3,4,2,4,1,0,3,4,0,2,2,2,4,6,0,True,True,True,True,True,True,False,False,False,True,False,70.0,50.0,100.0,50.0,50.0,100.0,80.0,60.0,20.0,40.0,
3416,2022-09-12 14:34:00,9/12/2022 14:42,IP Address,100,468,True,9/12/2022 14:42,R_2rgyM8EC8UkS2g9,,,,,anonymous,EN,Yes,,,Chrome,101.0.0.0,Android 12,384x854,Quite a lot,Frustrated,Most of the time,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Disagree,Strongly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Once a month,B209931,arm1_control,,B209931,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 14:42,9/12/2022 14:45,IP Address,100.0,157.0,True,9/12/2022 14:45,R_26fhHPuQodwlkpx,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",Hispanic,Bachelor degree,44.0,Female,True,Real,,,Real,,Details,Real,,,Scam,,,Scam,,Details,Scam,,,Scam,,Details,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 14:56,9/12/2022 14:59,IP Address,100.0,166.0,True,9/12/2022 14:59,R_TwnQDaoYilxIZJn,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",Not Sure,,Yes,No,Often,Some of the time,Some of the time,,True,1,True,4,4.0,4.0,0.0,Keep,False,False,7,True,50.0,H,E,16.0,44.0,1.0,1936.0,3.912023005428146,True,True,True,True,False,0.0,1.0,0.7916666666666666,5.2,4.75,4.0,2.3333333333333335,6,1,3,2,4,1,4,1,0,4,2,1,0,2,2,3,7,0,True,False,True,True,False,True,True,False,False,True,False,60.0,25.0,100.0,50.0,66.66666666666666,50.0,80.0,40.0,20.0,60.0,40.0
3418,2022-09-12 14:36:00,9/12/2022 14:49,IP Address,100,774,True,9/12/2022 14:49,R_2qfUne2a3Ockw6D,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Windows NT 6.2,1920x1080,Quite a lot,Basically content,Most of the time,Government should do more to solve problems.,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,A few times a year,B843189,arm1_control,,B843189,0,2,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 14:49,9/12/2022 14:52,IP Address,100.0,196.0,True,9/12/2022 14:52,R_2ZBK82CiefkY9NR,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$20,000 - $39,999",Asian American or Asian,Some high school,59.0,Male,True,Real,Click,,Real,,,Real,Click,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 15:06,9/12/2022 15:11,IP Address,100.0,307.0,True,9/12/2022 15:11,R_3QLvxyX9nLTt9Ow,,,,,anonymous,EN,"Someone selling fraudulent goods or services,Other",Yes,$41000.00-$50000.00,Yes,No,Often,Some of the time,Some of the time,,True,1,True,4,4.0,4.0,0.0,Keep,False,False,7,True,30.0,A,U,8.0,59.0,0.0,3481.0,3.4011973816621555,False,False,True,True,True,41000.0,1.0,0.9166666666666666,6.2,4.25,3.0,2.3333333333333335,4,3,3,2,2,1,2,1,0,3,1,1,0,1,1,5,5,0,True,False,True,False,False,False,True,False,False,True,False,40.0,25.0,50.0,50.0,50.0,25.0,40.0,40.0,60.0,60.0,40.0
3417,2022-09-12 14:38:00,9/12/2022 14:44,IP Address,100,357,True,9/12/2022 14:44,R_3NDkjY2U4dyvHjL,,,,,anonymous,EN,Yes,,,Safari iPhone,15.6.1,iPhone,375x667,Quite a lot,Basically content,Most of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Strongly Disagree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,A few times a week / Daily,B517286,arm2_generalinfo,,B517286,3,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 14:44,9/12/2022 14:46,IP Address,100.0,139.0,True,9/12/2022 14:46,R_1KdWeu1bfjA2GFl,,,,,anonymous,EN,Retired,"$60,000 - $79,999",I prefer not to say,Bachelor degree,73.0,Female,True,Scam,,,Real,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,,Scam,,Details,Scam,,,Scam,,,True,True,9/12/2022 14:52,9/12/2022 14:53,IP Address,46.0,56.0,False,9/13/2022 14:53,R_1dxZp8trl6UHop4,,,,,anonymous,EN,,,,,No,,,,,True,1,True,3,4.0,0.0,0.0,Keep,False,False,7,True,70.0,O,R,16.0,73.0,1.0,5329.0,4.248495242049359,False,False,False,False,False,0.0,,0.6666666666666666,5.0,2.375,6.0,,4,3,3,2,2,1,2,1,0,3,1,0,1,2,0,5,5,0,False,False,True,True,True,False,False,False,False,True,False,40.0,25.0,50.0,50.0,50.0,25.0,40.0,40.0,60.0,60.0,40.0
3421,2022-09-12 14:44:00,9/12/2022 14:54,IP Address,100,559,True,9/12/2022 14:54,R_ykd2OASh2R6gZhL,,,,,anonymous,EN,Yes,,,Safari,15.6.1,Macintosh,834x1112,Quite a lot,Frustrated,Most of the time,Government should do more to solve problems.,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Once a week,B855960,arm3_tips,,B855960,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 14:54,9/12/2022 14:56,IP Address,100.0,115.0,True,9/12/2022 14:56,R_3NyUID0gpoINgNB,,,,,anonymous,EN,Retired,"$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,76.0,Female,True,Real,,,Scam,,,Scam,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 15:01,9/12/2022 15:03,IP Address,100.0,110.0,True,9/12/2022 15:03,R_VRzihOzC3dTgWY1,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",Yes,"$1,200 ",Yes,No,Hardly ever,Hardly ever,Hardly ever,,True,1,True,4,4.0,3.0,0.0,Keep,False,False,7,True,70.0,W,R,16.0,76.0,1.0,5776.0,4.248495242049359,False,True,True,True,True,1200.0,1.0,0.7916666666666666,5.1,4.0,5.0,1.0,7,0,3,2,5,3,3,1,0,3,4,1,2,1,2,2,8,0,True,True,False,True,True,True,True,False,False,True,False,70.0,75.0,75.0,50.0,50.0,100.0,100.0,40.0,0.0,60.0,
3419,2022-09-12 14:46:00,9/12/2022 14:49,IP Address,100,173,True,9/12/2022 14:49,R_1GVR7yMuLKlRzDd,,,,,anonymous,EN,Yes,,,Safari iPhone,14.1.2,iPhone,320x693,Very little,Basically content,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,B948218,arm2_generalinfo,,B948218,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 14:49,9/12/2022 14:50,IP Address,100.0,51.0,True,9/12/2022 14:50,R_29npQdbuB4cMs4y,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Associate degree,32.0,Female,True,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 14:50,9/12/2022 15:00,IP Address,100.0,589.0,True,9/12/2022 15:00,R_002cbdosuwJU3ol,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",Yes,6000,Yes,No,Hardly ever,Some of the time,Often,,True,1,True,1,1.0,4.0,0.0,Keep,False,False,7,True,50.0,W,E,14.0,32.0,1.0,1024.0,3.912023005428146,True,True,True,True,True,6000.0,1.0,0.41666666666666663,4.0,2.125,4.0,2.0,5,0,5,0,5,2,2,1,0,3,2,1,1,1,1,0,10,0,False,True,False,True,False,True,True,False,False,True,False,50.0,50.0,50.0,50.0,50.0,50.0,100.0,0.0,0.0,100.0,0.0
3423,2022-09-12 14:53:00,9/12/2022 14:57,IP Address,100,271,True,9/12/2022 14:57,R_31MpcUtUdPfpKv6,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Windows NT 10.0,1600x900,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,A few times a year,B734166,arm4_interactive,,B734166,0,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Real,,,True,True,9/12/2022 15:06,9/12/2022 15:07,IP Address,100.0,58.0,True,9/12/2022 15:07,R_3FXque192uTIce1,,,,,anonymous,EN,Retired,"$0 - $19,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",67.0,Female,True,Scam,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,True,True,9/12/2022 15:13,9/12/2022 15:14,IP Address,100.0,68.0,True,9/12/2022 15:14,R_8ko5JlX65Y5wCVb,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,,True,1,True,2,1.0,1.0,0.0,Keep,False,False,7,True,10.0,W,R,12.0,67.0,1.0,4489.0,2.302585092994046,False,True,True,True,False,0.0,1.0,0.37499999999999994,1.8,1.125,3.0,1.0,5,2,3,2,3,2,2,1,0,2,3,0,2,1,1,4,6,0,False,True,True,False,True,True,False,False,False,True,False,50.0,50.0,50.0,50.0,33.33333333333333,75.0,60.0,40.0,40.0,60.0,
3425,2022-09-12 14:58:00,9/12/2022 15:03,IP Address,100,282,True,9/12/2022 15:03,R_3pr1ZSHhGylr6CT,,,,,anonymous,EN,Yes,,,Chrome,105.0.0.0,Windows NT 10.0,1536x864,Some,Basically content,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Agree,Agree,Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,B947885,arm3_tips,,B947885,2,2,,,,,,,,,,,,,,,,,,,,,,,,,False,False,9/12/2022 15:03,9/12/2022 15:06,IP Address,100.0,154.0,True,9/12/2022 15:06,R_2cCM30iHb2cDt75,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999","White or Caucasian (Non-Hispanic),Asian American or Asian",Some college but no degree,,Male,True,Real,,,Real,,,Real,,,Real,,,Real,Click,Details,Real,Click,,Real,,,Real,,Details,Real,,,Real,,,True,True,9/12/2022 15:13,9/12/2022 15:14,IP Address,100.0,110.0,True,9/12/2022 15:14,R_2PmSJTz9JE8z4jr,,,,,anonymous,EN,"Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services,Other",No,,No,No,Hardly ever,Hardly ever,Hardly ever,,True,1,True,2,4.0,3.0,0.0,Keep,False,False,7,True,125.0,A,E,13.0,,0.0,,4.8283137373023015,False,False,True,True,False,0.0,0.0,0.75,4.0,5.0,5.0,1.0,5,5,0,5,0,2,2,1,0,3,2,1,1,1,1,10,0,0,True,False,True,False,True,False,False,True,True,False,False,50.0,50.0,50.0,50.0,50.0,50.0,0.0,100.0,100.0,0.0,
