,StartDate,EndDate,Status,Progress,duration_p1,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Consent_BBB,Consent_Prolific,ParticipantID,Metainfo_Browser,Metainfo_Version,Metainfo_Operating System,Metainfo_Resolution,govt_trust_1,govt_trust_2,govt_trust_3,govt_trust_4,internet_trust_1,internet_trust_2,internet_trust_3,internet_trust_4,internet_trust_5,internet_trust_6,internet_trust_7,internet_trust_8,ssa_trust_1,ssa_trust_2,ssa_trust_3,ssa_trust_4,ssa_trust_5,ssa_trust_6,ssa_trust_7,ssa_trust_8,ssa_trust_9,ssa_trust_10,OnlineShopping,BID,surveyArm,PROLIFIC_PID,PID,NumWithHeadersOpened,NumWithLinksClicked,ProtectYourself,ProtectYourself_Clicked,ProtectYourself_Details,AmazonHP,AmazonHP_Clicked,AmazonHP_Details,email_IRS,email_IRS_Clicked,email_IRS_Details,web_IRS,web_IRS_Clicked,web_IRS_Details,apple,apple_Clicked,apple_Details,amazon_Product,amazon_Product_Clicked,amazon_Product_Details,email_mcafee,email_mcafee_Clicked,email_mcafee_Details,GetProtected,GetProtected_Clicked,GetProtected_Details,ExistInMongo_Training,MongoTraining_Complete,StartDate_p2,EndDate_p2,Status_p2,Progress_p2,duration_p2,Finished_p2,RecordedDate_p2,ResponseId_p2,RecipientLastName_p2,RecipientFirstName_p2,RecipientEmail_p2,ExternalReference_p2,DistributionChannel_p2,UserLanguage_p2,Employment,TotalIncome,Race,Education,Age_1,Gender,ExistInPart2,RedCross,RedCross_Clicked,RedCross_Details,SSA_HP,SSA_HP_Clicked,SSA_HP_Details,mySSA,mySSA_Clicked,mySSA_Details,AmazonDeliveryDelay,AmazonDeliveryDelay_Clicked,AmazonDeliveryDelay_Details,FB_SSA,FB_SSA_Clicked,FB_SSA_Details,ssa_optout,ssa_optout_Clicked,ssa_optout_Details,WalmartProduct,WalmartProduct_Clicked,WalmartProduct_Details,medicareReview,medicareReview_Clicked,medicareReview_Details,replacementCard,replacementCard_Clicked,replacementCard_Details,benefitsSuspension,benefitsSuspension_Clicked,benefitsSuspension_Details,ExistInMongo_Test,MongoTest_Complete,StartDate_p3,EndDate_p3,Status_p3,Progress_p3,duration_p3,Finished_p3,RecordedDate_p3,ResponseId_p3,RecipientLastName_p3,RecipientFirstName_p3,RecipientEmail_p3,ExternalReference_p3,DistributionChannel_p3,UserLanguage_p3,previousFraud,lose_money,amount_lost,report_loss,CyberTraining,Lonely1,Lonely2,Lonely3,KeepResponse,ExistInPart3,Wave,IsPrimaryWave,previousFraudYN,lose_moneyYN,duration_p1_Quantile,duration_p2_Quantile,duration_p3_Quantile,daysFromTrainingToTest,cleanStatus,DuplicatedPID,DuplicatedCleanPID,PID_Length,IsBBB
48,2022-07-26 10:32:00,7/26/2022 10:37,IP Address,100,310,True,7/26/2022 10:37,R_XjHAeC4BvRg60RX,,,,,anonymous,EN,,Yes,,Safari iPhone,15.4,iPhone,375x667,None at all,Angry,Never,Government should do more to solve problems.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,,arm4_interactive,613aad30bcfed65155a026ec,613aad30bcfed65155a026ec,0,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/26/2022 10:39,7/26/2022 10:39,IP Address,100.0,34.0,True,7/26/2022 10:39,R_32RX1mhAJsVY5ox,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",African American or African (Non-Hispanic),Associate degree,25.0,Female,True,Scam,,,Real,,,Scam,,,Scam,,,Scam,,,Scam,,,Real,,,Scam,,,Real,,,Scam,,,True,True,7/26/2022 10:40,7/26/2022 10:41,IP Address,100.0,58.0,True,7/26/2022 10:41,R_11c5C1dMfdcCcxA,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,1.0,2.0,0.0,Keep,False,False,24,False
44,2022-07-26 10:32:00,7/26/2022 10:35,IP Address,100,186,True,7/26/2022 10:35,R_3hDCVmS4E6cLIy9,,,,,anonymous,EN,,Yes,,Safari,15.6,Macintosh,1024x1366,Quite a lot,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Slightly Agree,Disagree,Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a week,,arm1_control,6286987a9f8caaa173e5e053,6286987a9f8caaa173e5e053,4,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:35,7/26/2022 10:37,IP Address,100.0,102.0,True,7/26/2022 10:37,R_2ruQNKHQaiNcIt1,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999","White or Caucasian (Non-Hispanic),Hispanic",Graduate or professional degree,28.0,Male,True,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Real,,Details,,,,True,False,7/26/2022 10:44,7/26/2022 10:45,IP Address,100.0,74.0,True,7/26/2022 10:45,R_xi7imhEgdDN4akN,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,1,4.0,3.0,0.0,Test Results are Incomplete,False,,24,False
41,2022-07-26 10:33:00,7/26/2022 10:35,IP Address,100,148,True,7/26/2022 10:35,R_2WSVROcuw1X0u5e,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,375x812,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,,arm1_control,5ec73b6aa916fc00088dce6d,5ec73b6aa916fc00088dce6d,4,2,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:35,7/26/2022 10:36,IP Address,100.0,52.0,True,7/26/2022 10:36,R_1jHOBJU1acqZV0U,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",White or Caucasian (Non-Hispanic),Graduate or professional degree,24.0,Female,True,Scam,Click,Details,Real,,,Scam,Click,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Real,,Details,,,,True,False,7/26/2022 10:40,7/26/2022 10:41,IP Address,100.0,63.0,True,7/26/2022 10:41,R_1eWwa6PRNtwmGZY,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,1,3.0,2.0,0.0,Test Results are Incomplete,False,,24,False
40,2022-07-26 10:33:00,7/26/2022 10:35,IP Address,100,144,True,7/26/2022 10:35,R_1CD9CnM5ZM7fbGz,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1366x768,Very little,Angry,Only some of the time,Government should do more to solve problems.,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Once a week,,arm1_control,6172db316212169efd33f55d,6172db316212169efd33f55d,1,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:35,7/26/2022 10:36,IP Address,100.0,48.0,True,7/26/2022 10:36,R_rj4ojvXxvwAVhLz,,,,,anonymous,EN,"Not employed, NOT looking for work","$20,000 - $39,999",Hispanic,"High school degree or equivalent (e.g., GED)",20.0,Female,True,Real,,Details,Real,,,Real,,,Real,,,Scam,,,Scam,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/26/2022 10:39,7/26/2022 10:40,IP Address,100.0,49.0,True,7/26/2022 10:40,R_1kGNEF5ELmEiVwQ,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",True,1,True,True,False,1,3.0,1.0,0.0,Keep,False,False,24,False
49,2022-07-26 10:33:00,7/26/2022 10:37,IP Address,100,227,True,7/26/2022 10:37,R_2ebbZ3ZDr8KcMUa,,,,,anonymous,EN,,Yes,,Chrome,102.0.5005.115,Macintosh,1920x1080,None at all,Frustrated,Only some of the time,Government should do more to solve problems.,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Slightly Disagree,Disagree,Once a week,,arm4_interactive,61f2ad10a09e72f23cbaf7aa,61f2ad10a09e72f23cbaf7aa,4,0,Real,,,Real,,,Scam,,,Real,,,Scam,,,Scam,,,Scam,,Details,Scam,,Details,True,True,7/26/2022 10:39,7/26/2022 10:39,IP Address,100.0,23.0,True,7/26/2022 10:39,R_RLmceJEry9yI87f,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Bachelor degree,24.0,Male,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 10:41,7/26/2022 10:41,IP Address,100.0,36.0,True,7/26/2022 10:41,R_1gCpT53nIeOJdNk,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone selling fraudulent goods or services",No,,Not Sure,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,0.0,0.0,0.0,Keep,False,False,24,False
42,2022-07-26 10:34:00,7/26/2022 10:35,IP Address,100,59,True,7/26/2022 10:35,R_1cXRboWJBNE5U7k,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Some,Frustrated,,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Once a month,,arm4_interactive,62de297b72c4772f35d984ae,62de297b72c4772f35d984ae,0,0,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/26/2022 10:37,7/26/2022 10:38,IP Address,100.0,20.0,True,7/26/2022 10:38,R_6zFPQQWzYHqn49X,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",African American or African (Non-Hispanic),Bachelor degree,21.0,Male,True,Both,,,Real,,,Scam,,,Real,,,Real,,,Both,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/26/2022 10:38,7/26/2022 10:39,IP Address,100.0,29.0,True,7/26/2022 10:39,R_2ebz10icj8Yi2n4,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,0.0,0.0,0.0,Too Fast,False,,24,False
46,2022-07-26 10:34:00,7/26/2022 10:36,IP Address,100,158,True,7/26/2022 10:36,R_1H8mPL6Nq5eujju,,,,,anonymous,EN,,Yes,,Safari,12.1,Macintosh,1440x900,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Slightly Disagree,Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once a month,,arm1_control,61030ec5af70b827d04351ca,61030ec5af70b827d04351ca,0,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:36,7/26/2022 10:37,IP Address,100.0,40.0,True,7/26/2022 10:37,R_2AX5XJwTZ2wkBv3,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$80,000 - $99,999",White or Caucasian (Non-Hispanic),Associate degree,21.0,Female,True,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,Real,,,,,,True,False,7/26/2022 10:39,7/26/2022 10:40,IP Address,100.0,69.0,True,7/26/2022 10:40,R_1oo6aKXKvotWaZq,,,,,anonymous,EN,Someone selling fraudulent goods or services,No,,No,No,Some of the time,Some of the time,Often,"Yes, use the responses.",True,1,True,True,False,1,2.0,2.0,0.0,Test Results are Incomplete,False,,24,False
69,2022-07-26 10:34:00,7/26/2022 10:47,IP Address,100,747,True,7/26/2022 10:47,R_2zBVknd46lPYkQz,,,,,anonymous,EN,,Yes,,Safari iPhone,15.5,iPhone,375x812,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Agree,Slightly Agree,,,arm4_interactive,606799ee27d39e784b1e5eb6,606799ee27d39e784b1e5eb6,0,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Real,,,Real,,,Scam,,,True,True,7/26/2022 10:49,7/26/2022 11:05,IP Address,100.0,944.0,True,7/26/2022 11:05,R_1hYiYQDdKK6vrcD,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Some college but no degree,33.0,Female,True,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,,,,True,False,7/26/2022 11:07,7/26/2022 11:08,IP Address,100.0,54.0,True,7/26/2022 11:08,R_DMKVPtaSm9qQzvj,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone selling fraudulent goods or services",No,,Yes,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,4,4.0,1.0,0.0,Test Results are Incomplete,False,,24,False
51,2022-07-26 10:34:00,7/26/2022 10:39,IP Address,100,276,True,7/26/2022 10:39,R_1FzyU6gV8N9MIbL,,,,,anonymous,EN,,Yes,,Chrome,87.0.4280.152,CrOS x86_64 13505.111.0,1366x768,Some,Angry,Never,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,A few times a year,,arm1_control,5c65b3d45416680001bed9fa,5c65b3d45416680001bed9fa,1,0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:39,7/26/2022 10:40,IP Address,100.0,103.0,True,7/26/2022 10:40,R_ba5oMarlVg0MHn3,,,,,anonymous,EN,"Not employed, looking for work","$20,000 - $39,999",White or Caucasian (Non-Hispanic),Associate degree,56.0,Male,True,Real,,,Real,,,Real,,,Real,,,Scam,,,Real,,Details,Real,,,Scam,,,Scam,,,Scam,,,True,True,7/26/2022 10:45,7/26/2022 10:47,IP Address,100.0,111.0,True,7/26/2022 10:47,R_3KNng4i6FILJljT,,,,,anonymous,EN,Other,No,,No,No,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,4.0,4.0,0.0,Keep,False,False,24,False
43,2022-07-26 10:34:00,7/26/2022 10:35,IP Address,100,59,True,7/26/2022 10:35,R_1cXRboWJBNE5U7k,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Some,Frustrated,,Government should do more to solve problems.,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Once a month,,arm4_interactive,62de297b72c4772f35d984ae,62de297b72c4772f35d984ae,0,0,Scam,,,Real,,,Real,,,Real,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/26/2022 10:37,7/26/2022 10:38,IP Address,100.0,20.0,True,7/26/2022 10:38,R_6zFPQQWzYHqn49X,,,,,anonymous,EN,"Not employed, looking for work","$80,000 - $99,999",African American or African (Non-Hispanic),Bachelor degree,21.0,Male,True,Both,,,Real,,,Scam,,,Real,,,Real,,,Both,,,Real,,,Real,,,Scam,,,Scam,,,True,True,7/26/2022 10:39,7/26/2022 10:39,IP Address,100.0,20.0,True,7/26/2022 10:39,R_1NCzaNc76lQfVqK,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone claiming to be from the company where you work (but wasn't)",No,,No,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,0,0.0,0.0,0.0,Too Fast,False,,24,False
66,2022-07-26 10:35:00,7/26/2022 10:44,IP Address,100,530,True,7/26/2022 10:44,R_R4cnuTWgBqucIq5,,,,,anonymous,EN,,Yes,,Firefox,102,Windows NT 10.0,1366x768,Some,Frustrated,Only some of the time,Government should do more to solve problems.,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Disagree,Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Once a week,,arm4_interactive,570e6b4fc9e604000f020a6f,570e6b4fc9e604000f020a6f,2,0,Real,,,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Scam,,Details,True,True,7/26/2022 10:46,7/26/2022 10:46,IP Address,100.0,13.0,True,7/26/2022 10:46,R_31pjr029UUZH60H,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",White or Caucasian (Non-Hispanic),Bachelor degree,28.0,Male,True,Scam,,Details,Real,,,Scam,,,Real,,,Real,,,Scam,,,Real,,,Scam,,,Real,,Details,,,,True,False,7/26/2022 10:48,7/26/2022 10:48,IP Address,100.0,23.0,True,7/26/2022 10:48,R_8v7llJTVoZ5QDuh,,,,,anonymous,EN,,,,,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,False,False,4,0.0,0.0,0.0,Test Results are Incomplete,False,,24,False
60,2022-07-26 10:35:00,7/26/2022 10:41,IP Address,100,372,True,7/26/2022 10:41,R_3ls23uEbpeQ4kuA,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1504x1003,Very little,Frustrated,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Disagree,Slightly Agree,Strongly Agree,Agree,Slightly Agree,,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Once a week,,arm1_control,5f5d072a03bb910d975cc8ab,5f5d072a03bb910d975cc8ab,3,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:41,7/26/2022 10:42,IP Address,100.0,33.0,True,7/26/2022 10:42,R_3lJi63NOXATbf16,,,,,anonymous,EN,"Employed, working 1-29 hours per week","$40,000 - $59,999",Asian American or Asian,Bachelor degree,28.0,Female,True,Real,,,Scam,,,Real,,,Real,,Details,Real,Click,,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,True,True,7/26/2022 10:44,7/26/2022 10:46,IP Address,100.0,103.0,True,7/26/2022 10:46,R_1g61AYa1WkYGqc4,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone claiming to be from another government agency (but wasn't),Someone claiming to be from the company where you work (but wasn't),Someone selling fraudulent goods or services",No,,No,Yes,Some of the time,Some of the time,Often,"Yes, use the responses.",True,1,True,True,False,4,1.0,4.0,0.0,Keep,False,False,24,False
55,2022-07-26 10:35:00,7/26/2022 10:40,IP Address,100,296,True,7/26/2022 10:40,R_1lbhwoFqkvKPNKJ,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Macintosh,1440x900,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Agree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Slightly Agree,Agree,Strongly Agree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Disagree,Once a week,,arm4_interactive,61009e4c46c0dd640ebc06d3,61009e4c46c0dd640ebc06d3,4,0,Real,,,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Scam,,Details,Scam,,Details,True,True,7/26/2022 10:44,7/26/2022 10:45,IP Address,100.0,56.0,True,7/26/2022 10:45,R_3e2zzsbjfSa5JOg,,,,,anonymous,EN,"Not employed, looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),Graduate or professional degree,28.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Real,,,Real,,Details,Scam,,,True,True,7/26/2022 10:49,7/26/2022 10:51,IP Address,100.0,71.0,True,7/26/2022 10:51,R_241m5VgVQWp71Wo,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,Yes,Some of the time,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,3,3.0,3.0,0.0,Keep,False,False,24,False
52,2022-07-26 10:35:00,7/26/2022 10:39,IP Address,100,219,True,7/26/2022 10:39,R_ZJGVGigGtLZ1eSd,,,,,anonymous,EN,,Yes,,Firefox,102,Macintosh,1512x982,Very little,Angry,Only some of the time,Government should do more to solve problems.,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,A few times a year,,arm1_control,60b7a77ccd6f5c19f13e83e6,60b7a77ccd6f5c19f13e83e6,4,1,,,,,,,,,,,,,,,,,,,,,,,,,False,False,7/26/2022 10:39,7/26/2022 10:39,IP Address,100.0,36.0,True,7/26/2022 10:39,R_1NwexiTPhKJhjFc,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$60,000 - $79,999",Asian American or Asian,Bachelor degree,28.0,Female,True,Real,,Details,Real,Click,,Scam,,,Real,,Details,Scam,,,Real,,Details,Real,,,Scam,,,Real,,Details,,,,True,False,7/26/2022 10:46,7/26/2022 10:46,IP Address,100.0,37.0,True,7/26/2022 10:46,R_1OJCVV5F5uG0Kvn,,,,,anonymous,EN,Someone otherwise claiming to be from an organization or group they weren't really from,No,,Yes,No,Hardly ever,Hardly ever,Hardly ever,"Yes, use the responses.",True,1,True,True,False,2,1.0,0.0,0.0,Test Results are Incomplete,False,,24,False
53,2022-07-26 10:35:00,7/26/2022 10:39,IP Address,100,251,True,7/26/2022 10:39,R_2z6WDqEdAhLs3oF,,,,,anonymous,EN,,Yes,,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Some,Frustrated,Only some of the time,Government is doing too many things better left to businesses and individuals.,Slightly Disagree,Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Agree,Agree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Once a week,,arm4_interactive,59f71f797086f80001941493,59f71f797086f80001941493,3,0,Real,,,Real,,,Scam,,Details,Real,,,Real,,,Real,,,Real,,Details,Real,,Details,True,True,7/26/2022 10:43,7/26/2022 10:44,IP Address,100.0,42.0,True,7/26/2022 10:44,R_3DwDEgshBzzkMWk,,,,,anonymous,EN,"Not employed, NOT looking for work","$150,000 or more",White or Caucasian (Non-Hispanic),Bachelor degree,48.0,Female,True,Scam,,Details,Real,,,Scam,,,Real,,Details,Real,,,Real,,Details,Real,,,Real,,,Real,,,Scam,,,True,True,7/26/2022 10:47,7/26/2022 10:48,IP Address,100.0,55.0,True,7/26/2022 10:48,R_24HKc96dcBB32Yw,,,,,anonymous,EN,"Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from",No,,No,No,Hardly ever,Some of the time,Hardly ever,"Yes, use the responses.",True,1,True,True,False,3,2.0,2.0,0.0,Keep,False,False,24,False
54,2022-07-26 10:35:00,7/26/2022 10:39,IP Address,100,240,True,7/26/2022 10:39,R_31NHmSZAJYH5cit,,,,,anonymous,EN,,Yes,,Chrome iPhone,103.0.5060.63,iPhone,390x844,Some,Angry,Only some of the time,Government is doing too many things better left to businesses and individuals.,Agree,Slightly Disagree,Strongly Disagree,Slightly Agree,Agree,Slightly Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Agree,Slightly Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,A few times a year,,arm4_interactive,6065641fcd92b6328a54163f,6065641fcd92b6328a54163f,4,1,Real,,Details,Real,,,Scam,,Details,Real,,,Real,,,Scam,,,Scam,,Details,Scam,,Details,True,True,7/26/2022 10:42,7/26/2022 10:42,IP Address,100.0,31.0,True,7/26/2022 10:42,R_3R1M7XUn7i3ftLF,,,,,anonymous,EN,"Employed, working 30 or more hours per week","$100,000 - $149,999",White or Caucasian (Non-Hispanic),"High school degree or equivalent (e.g., GED)",20.0,Male,True,Scam,,Details,Real,,,Scam,,,Real,Click,Details,Real,,,Scam,,Details,Real,,,Scam,,,Real,,Details,,,,True,False,7/26/2022 10:44,7/26/2022 10:50,IP Address,100.0,348.0,True,7/26/2022 10:50,R_2qq3sEbrmTT7wP1,,,,,anonymous,EN,"Someone claiming to be from the Social Security Administration (but wasn't),Someone claiming to be from the IRS (but wasn't),Someone otherwise claiming to be from an organization or group they weren't really from,Someone selling fraudulent goods or services",No,,Yes,Yes,Hardly ever,Some of the time,Some of the time,"Yes, use the responses.",True,1,True,True,False,2,1.0,4.0,0.0,Test Results are Incomplete,False,,24,False
